Airline,Source,Destination,Additional_Info,Price,Stop_No,Duration_Min,D_Month,D_Day,D_Hour,D_Minutes,A_Hour,A_Minutes,A_Month,A_Day
4,0,5,6,16736,1,935,3,6,5,45,21,20,0,0
4,2,1,6,18804,2,440,6,12,11,40,19,0,0,0
3,2,1,6,6442,1,835,6,1,8,35,22,30,0,0
1,3,0,6,5170,0,150,3,18,14,15,16,45,0,0
8,0,5,6,4377,0,170,3,18,20,30,23,20,0,0
4,2,1,6,9564,0,195,6,9,11,0,14,15,0,0
8,0,2,7,3573,0,160,6,27,5,55,8,35,0,0
4,2,1,6,17024,1,1575,3,6,17,30,19,45,3,7
0,0,2,6,3383,0,170,5,21,4,55,7,45,0,0
4,0,5,6,27992,1,375,3,1,14,5,20,20,0,0
4,0,2,6,7229,0,180,5,12,8,20,11,20,0,0
4,0,5,5,9134,1,280,3,15,5,45,10,25,0,0
1,4,3,6,3100,0,85,6,21,15,0,16,25,0,0
6,2,1,6,13727,1,720,5,15,9,0,21,0,0,0
10,3,0,6,8452,1,790,4,1,7,10,20,20,0,0
4,2,1,6,14714,1,540,6,3,10,0,19,0,0,0
4,0,5,5,7280,1,370,3,15,9,45,15,55,0,0
1,4,3,6,18797,2,205,3,6,13,30,16,55,0,0
3,4,3,6,2754,0,90,6,3,12,0,13,30,0,0
0,3,0,6,4409,0,150,6,3,22,50,1,20,6,4
3,2,1,6,5021,0,195,4,27,14,20,17,35,0,0
4,4,3,6,8040,0,90,3,9,6,30,8,0,0,0
1,2,1,6,10454,1,615,6,15,9,0,19,15,0,0
6,2,1,6,10197,1,525,5,15,3,50,12,35,0,0
1,0,2,6,5228,0,165,5,12,6,10,8,55,0,0
4,2,1,6,14714,1,300,6,9,14,0,19,0,0,0
1,0,5,6,7276,0,165,3,15,6,10,8,55,0,0
3,2,1,6,7731,1,355,3,27,2,35,8,30,0,0
0,3,0,6,6857,1,215,5,18,19,55,23,30,0,0
1,0,2,6,6961,0,180,6,18,5,45,8,45,0,0
4,2,1,5,7791,2,1060,3,21,10,45,4,25,3,22
3,0,5,6,4777,0,170,3,21,10,10,13,0,0,0
4,2,1,6,16289,1,550,3,9,19,15,4,25,3,10
4,3,0,6,12681,1,585,4,1,18,55,4,40,4,2
3,0,2,6,4823,0,175,4,27,18,25,21,20,0,0
4,2,1,6,13014,2,1615,6,9,9,40,12,35,6,10
4,2,1,5,5406,1,715,4,6,7,5,19,0,0,0
6,2,1,6,9315,1,690,5,15,7,30,19,0,0,0
1,2,1,6,7480,1,1255,5,9,12,30,9,25,5,10
4,0,5,6,14815,1,305,3,18,14,5,19,10,0,0
1,3,0,6,12173,1,1185,3,24,20,30,16,15,3,25
1,0,5,6,7664,2,1075,3,15,5,50,23,45,0,0
1,2,1,6,12777,2,1560,6,6,17,15,19,15,6,7
6,2,1,6,8837,1,705,5,27,7,30,19,15,0,0
4,3,0,5,10844,1,775,5,1,21,10,10,5,5,2
4,3,0,6,14571,1,800,5,24,6,30,19,50,0,0
3,2,1,6,6093,1,810,6,15,7,30,21,0,0,0
3,2,1,6,7514,1,455,3,6,8,35,16,10,0,0
3,2,1,6,6015,0,195,5,18,14,25,17,40,0,0
4,2,1,5,12898,1,1105,5,21,10,0,4,25,5,22
1,2,1,6,8792,1,1455,6,1,19,0,19,15,6,2
3,0,2,6,4823,0,170,5,15,8,30,11,20,0,0
8,0,2,7,3919,0,160,4,1,5,55,8,35,0,0
3,1,4,6,3597,0,140,5,1,13,15,15,35,0,0
8,4,3,6,2017,0,90,5,21,5,45,7,15,0,0
0,0,2,6,3383,0,170,6,27,23,55,2,45,6,28
8,4,3,7,1965,0,90,6,18,22,45,0,15,6,19
4,2,1,5,10262,1,620,6,24,2,15,12,35,0,0
4,2,1,6,17234,1,745,3,3,16,0,4,25,3,4
4,3,0,6,14178,1,520,6,9,20,0,4,40,6,10
3,2,1,6,5636,1,325,6,3,2,0,7,25,0,0
3,0,2,6,4823,0,175,4,15,18,55,21,50,0,0
1,2,1,6,7480,1,1255,5,21,12,30,9,25,5,22
4,3,0,6,14571,1,1285,6,9,18,55,16,20,6,10
3,4,3,6,13999,0,90,3,1,9,10,10,40,0,0
4,3,0,6,14151,1,1480,5,18,20,25,21,5,5,19
1,0,2,6,6121,0,170,5,1,21,5,23,55,0,0
8,1,4,7,3543,0,135,5,24,8,20,10,35,0,0
1,2,1,6,10651,2,1410,5,18,19,45,19,15,5,19
4,2,1,6,15129,2,1760,5,21,23,5,4,25,5,23
3,2,1,6,6582,1,315,6,24,7,15,12,30,0,0
4,2,1,5,15544,2,425,5,27,5,30,12,35,0,0
3,2,1,6,8574,1,420,3,27,18,35,1,35,3,28
3,4,3,6,4784,0,90,3,9,2,30,4,0,0,0
3,2,1,6,6818,1,425,6,3,5,5,12,10,0,0
4,0,5,6,25735,1,1165,3,1,14,5,9,30,3,2
4,2,1,6,9483,2,1775,4,9,13,25,19,0,4,10
4,2,1,5,10368,2,1025,6,24,19,30,12,35,6,25
6,2,1,6,8073,1,720,5,15,9,0,21,0,0,0
3,3,0,6,4778,0,165,3,1,22,10,0,55,3,2
4,3,0,6,13941,1,520,5,18,20,0,4,40,5,19
4,3,0,5,10844,1,365,5,1,16,30,22,35,0,0
4,3,0,5,10844,1,800,5,9,6,30,19,50,0,0
8,3,0,7,3841,0,145,5,24,9,0,11,25,0,0
4,3,0,5,10844,1,590,5,15,6,30,16,20,0,0
4,2,1,5,8728,2,820,3,27,5,10,18,50,0,0
4,3,0,6,11467,1,1080,5,1,20,25,14,25,5,2
6,2,1,6,15078,1,390,3,6,9,0,15,30,0,0
6,2,1,6,7198,1,510,6,6,17,0,1,30,6,7
1,2,1,6,8372,1,640,6,24,21,0,7,40,6,25
6,2,1,5,7308,1,570,5,27,16,0,1,30,5,28
8,2,1,7,4414,1,270,3,27,8,45,13,15,0,0
3,3,0,6,5224,0,150,4,18,14,25,16,55,0,0
4,0,5,5,7832,1,625,3,21,5,45,16,10,0,0
3,0,5,6,6860,0,165,3,9,1,30,4,15,0,0
6,2,1,5,15136,1,755,3,6,13,0,1,35,3,7
4,2,1,5,5963,1,1665,3,27,16,0,19,45,3,28
1,2,1,6,8665,2,1305,3,27,21,30,19,15,3,28
4,2,1,6,15129,2,1760,5,21,23,5,4,25,5,23
8,3,0,7,3841,0,150,5,18,17,10,19,40,0,0
6,2,1,6,13377,1,930,6,9,10,0,1,30,6,10
4,2,1,6,16914,2,1380,3,9,5,25,4,25,3,10
4,2,1,5,10262,1,1005,6,9,2,15,19,0,0,0
3,3,0,6,5386,1,280,5,9,17,35,22,15,0,0
4,3,0,6,14388,1,450,5,15,21,10,4,40,5,16
4,2,1,6,15129,2,810,5,27,5,30,19,0,0,0
3,2,1,6,6442,1,635,5,15,11,55,22,30,0,0
4,2,1,5,10368,2,1025,6,3,19,30,12,35,6,4
4,2,1,6,12767,1,1670,3,21,15,0,18,50,3,22
4,2,1,5,10262,1,805,6,6,15,0,4,25,6,7
6,2,1,6,7408,1,780,6,12,8,0,21,0,0,0
6,2,1,6,13587,1,660,6,27,10,0,21,0,0,0
1,3,0,6,8891,1,905,5,15,16,50,7,55,5,16
3,2,1,6,5883,1,895,6,6,10,35,1,30,6,7
4,2,1,5,10262,1,1415,6,27,13,0,12,35,6,28
4,3,0,5,10844,1,1415,6,9,21,10,20,45,6,10
4,3,0,6,14781,1,800,5,9,6,30,19,50,0,0
3,1,4,6,6297,0,145,3,15,14,40,17,5,0,0
0,3,0,6,4409,0,150,5,12,22,50,1,20,5,13
1,2,1,6,12383,2,500,6,9,10,55,19,15,0,0
8,4,3,6,2017,0,90,5,3,13,15,14,45,0,0
1,4,3,6,12308,1,850,3,6,19,0,9,10,3,7
8,1,4,6,3384,0,140,3,18,17,45,20,5,0,0
4,0,5,5,9134,1,435,3,15,8,55,16,10,0,0
3,2,1,6,7464,1,325,5,18,2,0,7,25,0,0
6,2,1,5,6093,1,540,4,27,7,10,16,10,0,0
6,2,1,6,15237,1,890,3,3,4,0,18,50,0,0
4,4,3,5,4995,0,85,5,1,7,5,8,30,0,0
1,2,1,6,6934,0,180,5,24,14,10,17,10,0,0
4,3,0,6,13784,1,775,4,1,21,10,10,5,4,2
0,3,0,6,4409,0,155,6,15,10,20,12,55,0,0
6,2,1,6,15898,1,375,5,27,13,0,19,15,0,0
1,2,1,6,11989,2,1560,5,21,17,15,19,15,5,22
8,4,3,6,2017,0,90,6,3,13,15,14,45,0,0
6,2,1,6,11098,1,845,6,1,4,55,19,0,0,0
3,2,1,6,6794,1,480,5,21,17,30,1,30,5,22
4,3,0,5,10844,1,730,5,1,21,10,9,20,5,2
6,2,1,6,34608,2,630,3,9,15,5,1,35,3,10
1,2,1,6,6094,0,180,5,15,14,10,17,10,0,0
3,3,0,6,4565,1,315,5,9,15,15,20,30,0,0
1,2,1,6,10493,3,2280,5,27,5,15,19,15,5,28
1,2,1,6,9653,2,1410,6,27,19,45,19,15,6,28
1,0,5,6,12305,2,1670,3,18,6,45,10,35,3,16
1,0,2,6,6961,0,165,5,15,10,0,12,45,0,0
6,2,1,6,9794,1,395,5,15,6,0,12,35,0,0
6,2,1,6,13377,1,480,5,27,17,30,1,30,5,28
4,2,1,5,12898,1,1005,5,27,2,15,19,0,0,0
6,2,1,6,7155,1,470,6,27,11,25,19,15,0,0
6,2,1,6,13377,1,630,6,24,15,0,1,30,6,25
10,0,2,6,4668,0,170,5,3,11,30,14,20,0,0
3,0,5,6,8110,1,290,3,1,7,30,12,20,0,0
4,0,2,5,4544,0,180,4,6,8,20,11,20,0,0
1,2,1,6,9653,2,1595,6,27,16,40,19,15,6,28
4,3,0,6,14781,1,590,5,1,8,25,18,15,0,0
11,0,2,6,5969,0,170,4,6,11,30,14,20,0,0
8,4,3,6,2017,0,90,4,3,13,15,14,45,0,0
4,3,0,6,14151,1,395,6,6,17,0,23,35,0,0
4,3,0,6,13731,1,730,6,9,16,30,4,40,6,10
4,2,1,5,15400,1,590,3,3,9,0,18,50,0,0
4,3,0,5,8066,1,1520,5,9,9,35,10,55,5,10
4,2,1,6,21314,2,2230,3,3,5,40,18,50,3,4
1,0,5,6,14069,1,700,3,1,11,5,22,45,0,0
4,4,3,5,2470,0,90,3,15,15,50,17,20,0,0
3,3,0,6,4804,0,155,4,24,20,20,22,55,0,0
1,0,5,6,9029,1,425,3,15,5,50,12,55,0,0
3,3,0,6,4804,0,155,5,12,4,40,7,15,0,0
4,2,1,6,15129,2,1195,5,9,23,5,19,0,5,10
3,4,3,6,2754,0,85,3,24,19,5,20,30,0,0
4,3,0,6,13364,1,665,4,1,21,10,8,15,4,2
3,3,0,6,6933,1,280,3,24,17,35,22,15,0,0
4,2,1,6,15129,2,810,5,18,23,5,12,35,5,19
6,2,1,6,11200,1,455,6,9,11,25,19,0,0,0
4,4,3,5,3210,0,85,5,15,2,55,4,20,0,0
4,4,3,6,8040,0,90,6,18,10,20,11,50,0,0
4,2,1,5,10919,2,830,6,12,14,35,4,25,6,13
3,2,1,6,6442,1,515,6,27,7,35,16,10,0,0
3,2,1,6,4729,0,195,4,1,14,20,17,35,0,0
3,2,1,6,6442,1,625,3,6,11,55,22,20,0,0
8,3,0,7,3841,0,140,6,12,22,20,0,40,6,13
1,2,1,6,10441,2,1410,6,3,19,45,19,15,6,4
6,2,1,6,13587,1,660,6,1,10,0,21,0,0,0
4,3,0,6,11467,1,1080,5,15,20,25,14,25,5,16
3,1,4,6,7295,0,135,3,3,13,20,15,35,0,0
8,1,4,6,3597,0,135,5,1,9,45,12,0,0,0
6,2,1,6,7787,1,755,5,9,6,40,19,15,0,0
3,2,1,6,14871,1,860,3,6,6,40,21,0,0,0
3,1,4,6,3540,0,165,6,15,15,40,18,25,0,0
3,2,1,6,6442,1,940,6,1,6,50,22,30,0,0
0,0,2,6,3383,0,165,6,24,11,10,13,55,0,0
0,3,0,6,4409,0,150,4,18,22,50,1,20,4,19
3,1,4,6,3850,0,140,5,9,7,55,10,15,0,0
6,2,1,6,8018,1,555,6,24,13,15,22,30,0,0
4,3,0,6,11467,1,1120,4,1,20,25,15,5,4,2
10,0,2,6,4668,0,170,6,6,11,30,14,20,0,0
4,2,1,6,13922,2,1525,6,24,17,35,19,0,6,25
1,4,3,6,3625,0,80,5,6,6,20,7,40,0,0
0,3,0,6,5989,0,150,5,18,19,55,22,25,0,0
3,0,2,6,4423,0,170,4,21,4,0,6,50,0,0
4,2,1,6,9564,0,195,6,18,9,50,13,5,0,0
4,3,0,5,8529,1,1545,6,12,16,30,18,15,6,13
1,3,0,6,4145,0,155,6,6,20,45,23,20,0,0
3,3,0,6,4804,0,155,5,3,17,15,19,50,0,0
3,2,1,6,6938,1,490,6,1,14,20,22,30,0,0
4,0,5,6,14815,1,1420,3,6,8,0,7,40,3,7
6,2,1,6,15077,1,705,3,6,7,30,19,15,0,0
4,2,1,6,13014,2,560,6,15,9,40,19,0,0,0
1,3,0,6,11201,2,875,6,9,5,50,20,25,0,0
4,3,0,6,12692,1,1295,6,6,20,25,18,0,6,7
6,2,1,6,9646,1,385,6,1,9,45,16,10,0,0
4,2,1,6,16079,1,335,5,24,22,50,4,25,5,25
1,3,0,6,6117,2,1555,5,15,9,10,11,5,5,16
6,2,1,6,6795,1,615,6,9,15,15,1,30,6,10
1,4,3,6,3100,0,80,6,1,21,5,22,25,0,0
4,2,1,6,15851,1,620,5,9,2,15,12,35,0,0
10,1,4,6,3687,0,135,6,6,7,5,9,20,0,0
3,0,2,6,4990,0,180,4,12,16,55,19,55,0,0
4,2,1,6,15554,1,1425,5,9,19,15,19,0,5,10
6,2,1,6,9526,1,795,6,15,6,0,19,15,0,0
3,2,1,6,6015,0,195,5,18,5,35,8,50,0,0
1,3,0,6,10676,2,590,5,1,12,0,21,50,0,0
4,2,1,5,12898,1,1100,5,27,18,15,12,35,5,28
4,2,1,6,15129,2,1760,5,27,23,5,4,25,5,29
6,2,1,6,13378,1,465,3,21,11,30,19,15,0,0
8,3,0,6,4174,0,145,6,1,9,0,11,25,0,0
6,2,1,6,9103,1,455,5,21,11,25,19,0,0,0
3,1,4,6,3850,0,140,6,9,7,55,10,15,0,0
10,2,1,6,6216,0,190,6,9,14,40,17,50,0,0
10,3,0,6,8610,1,385,4,1,17,0,23,25,0,0
4,3,0,5,10539,1,1005,6,6,17,0,9,45,6,7
3,2,1,6,6674,1,625,3,9,11,55,22,20,0,0
6,2,1,6,7618,1,780,6,24,8,0,21,0,0,0
3,0,2,6,3943,0,175,4,21,0,30,3,25,0,0
10,0,5,6,11913,0,155,3,24,16,0,18,35,0,0
3,0,5,6,6860,0,170,3,9,18,55,21,45,0,0
4,2,1,6,13292,2,810,6,12,5,30,19,0,0,0
6,2,1,6,17057,1,795,3,6,2,15,15,30,0,0
4,2,1,6,13014,2,810,6,27,5,30,19,0,0,0
1,2,1,6,11552,2,2170,3,3,7,5,19,15,3,4
3,1,4,6,6297,0,145,3,12,11,35,14,0,0,0
3,1,4,6,4332,0,145,3,24,11,35,14,0,0,0
1,2,1,6,5674,0,170,3,21,5,10,8,0,0,0
6,2,1,5,10711,1,730,5,21,7,5,19,15,0,0
4,3,0,6,11467,1,505,4,1,9,35,18,0,0,0
1,3,0,6,12434,2,1335,5,6,16,50,15,5,5,7
1,2,1,6,5201,0,185,6,24,18,5,21,10,0,0
10,0,2,6,4878,0,155,5,18,17,0,19,35,0,0
4,2,1,6,13014,2,1375,6,6,5,30,4,25,6,7
8,1,4,6,3597,0,135,6,6,8,20,10,35,0,0
1,0,5,6,12599,2,1580,3,3,8,50,11,10,3,7
4,3,0,5,10844,1,1660,5,24,18,55,22,35,5,25
4,2,1,5,12898,1,1005,5,21,2,15,19,0,0,0
3,0,2,6,3943,0,170,6,21,13,0,15,50,0,0
6,2,1,6,7198,1,750,6,12,13,0,1,30,6,13
8,3,0,6,4963,1,315,5,18,15,5,20,20,0,0
3,0,5,6,12649,0,170,3,1,16,55,19,45,0,0
6,2,1,6,17267,1,450,3,6,8,0,15,30,0,0
4,2,1,5,12373,1,715,5,9,7,5,19,0,0,0
4,0,5,5,13502,1,785,3,3,11,40,0,45,3,7
6,2,1,6,11622,1,440,3,21,11,30,18,50,0,0
8,3,0,6,5515,0,140,3,3,22,20,0,40,3,4
4,3,0,5,9314,1,1080,5,15,20,25,14,25,5,16
6,2,1,6,11789,1,520,6,3,10,20,19,0,0,0
3,0,2,6,4823,0,170,4,6,20,0,22,50,0,0
1,2,1,6,10467,2,1210,6,3,13,15,9,25,6,4
6,2,1,6,7408,1,480,6,3,13,0,21,0,0,0
1,2,1,6,7480,1,1640,6,15,6,5,9,25,6,16
8,3,0,7,3841,0,140,4,24,22,20,0,40,4,25
8,1,4,7,3543,0,140,5,18,17,45,20,5,0,0
1,2,1,6,10493,3,2280,6,24,5,15,19,15,6,25
6,2,1,6,9103,1,455,5,27,11,25,19,0,0,0
4,3,0,5,10844,1,345,5,6,14,5,19,50,0,0
3,0,2,6,4823,0,170,6,9,20,0,22,50,0,0
0,0,5,6,4482,0,165,3,24,23,25,2,10,3,25
4,3,0,5,8529,1,1655,6,12,6,30,10,5,6,13
1,2,1,6,7931,0,180,3,3,14,10,17,10,0,0
4,3,0,5,9663,1,865,5,18,18,55,9,20,5,19
4,2,1,5,10368,2,560,6,1,9,40,19,0,0,0
1,3,0,6,10151,2,590,5,18,12,0,21,50,0,0
8,1,4,7,3543,0,140,5,27,17,45,20,5,0,0
6,2,1,6,7530,1,390,6,1,19,0,1,30,6,2
6,2,1,6,6805,1,455,5,9,14,55,22,30,0,0
2,0,2,6,3419,0,175,6,18,7,45,10,40,0,0
0,0,2,6,7120,0,170,6,9,23,55,2,45,6,10
4,3,0,6,14151,1,1075,5,21,17,0,10,55,5,22
1,4,3,6,3100,0,80,6,21,6,20,7,40,0,0
4,3,0,6,12121,1,1285,5,24,17,0,14,25,5,25
8,4,3,6,2017,0,90,5,6,5,45,7,15,0,0
8,4,3,7,2647,0,90,6,15,5,45,7,15,0,0
3,2,1,6,6147,1,320,6,12,17,5,22,25,0,0
4,2,1,6,14237,2,600,6,1,18,25,4,25,6,2
4,3,0,6,13044,1,730,6,12,21,10,9,20,6,13
4,2,1,6,15554,1,1005,5,18,2,15,19,0,0,0
8,0,2,6,4423,0,170,4,9,9,30,12,20,0,0
1,2,1,6,8372,1,640,6,6,21,0,7,40,6,7
4,3,0,5,10844,1,1655,5,18,20,0,23,35,5,19
10,3,0,6,9555,1,1550,5,18,17,0,18,50,5,19
1,2,1,6,8839,2,970,5,15,17,15,9,25,5,16
1,3,0,6,10151,2,1830,5,6,12,0,18,30,5,7
1,3,0,6,11432,2,1210,5,12,9,25,5,35,5,13
8,0,2,7,4319,0,170,4,15,9,30,12,20,0,0
1,3,0,6,9626,2,1830,6,6,12,0,18,30,6,7
1,3,0,6,10623,1,1615,5,18,17,30,20,25,5,19
4,2,1,6,9564,0,195,4,18,11,0,14,15,0,0
4,3,0,6,14781,1,400,5,9,14,5,20,45,0,0
4,0,2,6,7229,0,180,5,15,8,20,11,20,0,0
3,2,1,6,5684,1,480,6,27,17,30,1,30,6,28
4,3,0,6,14388,1,1655,5,18,5,45,9,20,5,19
8,0,2,7,5515,0,170,4,18,9,30,12,20,0,0
4,3,0,6,12692,1,1540,6,9,20,25,22,5,6,10
4,3,0,5,9314,1,575,5,1,9,35,19,10,0,0
8,3,0,6,3873,0,150,6,15,17,10,19,40,0,0
8,3,0,7,4807,0,140,4,21,22,20,0,40,4,22
6,2,1,6,14848,1,615,6,27,9,0,19,15,0,0
3,2,1,6,6171,1,425,4,24,5,5,12,10,0,0
8,4,3,7,1965,0,90,6,24,13,15,14,45,0,0
4,3,0,5,10539,1,690,6,12,9,35,21,5,0,0
0,0,2,6,4483,0,165,6,1,11,10,13,55,0,0
6,2,1,6,8371,1,795,3,27,6,0,19,15,0,0
4,2,1,6,15764,1,870,3,6,13,55,4,25,3,7
4,3,0,5,10844,1,425,5,12,16,30,23,35,0,0
1,3,0,6,11642,2,765,5,18,16,50,5,35,5,19
3,0,2,6,4423,0,170,4,12,4,0,6,50,0,0
10,0,2,6,4878,0,170,6,15,9,45,12,35,0,0
8,4,3,6,2227,0,90,5,9,13,15,14,45,0,0
4,3,0,5,10844,1,1545,5,15,16,30,18,15,5,16
0,3,0,6,4107,0,150,4,3,19,55,22,25,0,0
10,3,0,6,11262,1,1660,3,24,7,10,10,50,3,25
4,2,1,5,10262,1,1355,6,3,14,0,12,35,6,4
4,0,2,5,4544,0,175,5,18,15,15,18,10,0,0
4,0,2,5,6144,0,185,5,24,18,55,22,0,0,0
2,0,5,6,5706,0,175,3,15,7,45,10,40,0,0
4,0,5,5,5853,1,390,3,15,5,50,12,20,0,0
4,3,0,5,10118,2,860,5,21,6,30,20,50,0,0
1,3,0,6,14687,2,1200,5,1,9,25,5,25,5,2
6,2,1,5,9254,1,465,5,27,11,30,19,15,0,0
4,2,1,5,10368,2,1125,6,1,9,40,4,25,6,2
4,3,0,6,14571,1,400,6,6,14,5,20,45,0,0
4,0,2,5,7229,0,175,6,1,15,15,18,10,0,0
3,2,1,6,6093,1,860,6,6,6,40,21,0,0,0
6,2,1,6,16023,1,780,3,9,8,0,21,0,0,0
3,1,4,6,3597,0,140,6,6,14,45,17,5,0,0
4,3,0,5,8824,1,1015,3,24,6,30,23,25,0,0
3,2,1,6,7060,1,345,3,9,2,0,7,45,0,0
4,3,0,6,14231,1,1160,3,24,13,55,9,15,3,25
4,0,2,5,4544,0,185,4,24,18,55,22,0,0,0
4,2,1,6,16289,1,1665,3,9,15,5,18,50,3,10
3,3,0,6,6565,0,165,3,3,10,10,12,55,0,0
3,1,4,6,3597,0,140,6,21,14,45,17,5,0,0
1,2,1,6,7480,1,765,5,6,20,40,9,25,5,7
10,3,0,6,9922,1,1065,5,12,17,0,10,45,5,13
4,0,2,6,7229,0,180,5,27,17,45,20,45,0,0
4,2,1,6,14300,2,995,6,15,20,0,12,35,6,16
4,2,1,6,12242,1,1570,3,27,2,15,4,25,3,28
6,2,1,6,10678,1,455,6,24,11,25,19,0,0,0
6,2,1,5,9450,1,780,5,27,8,0,21,0,0,0
3,3,0,6,4174,0,160,4,6,21,25,0,5,4,7
4,0,2,5,4544,0,180,4,6,7,10,10,10,0,0
3,3,0,6,5386,1,280,5,15,17,35,22,15,0,0
4,2,1,6,15129,2,1430,5,24,19,10,19,0,5,25
3,2,1,6,6412,1,490,6,15,14,20,22,30,0,0
4,2,1,6,15339,2,1760,6,27,23,5,4,25,6,29
4,0,5,6,7229,0,165,3,24,2,0,4,45,0,0
10,0,2,6,4878,0,170,6,1,9,45,12,35,0,0
0,3,0,6,3807,0,155,4,6,10,20,12,55,0,0
4,2,1,5,12373,1,1145,5,18,17,30,12,35,5,19
4,3,0,6,14571,1,570,6,6,14,5,23,35,0,0
4,2,1,5,10262,1,520,6,12,19,45,4,25,6,13
4,2,1,5,10577,1,1325,6,9,20,55,19,0,6,10
10,4,3,6,12395,1,1560,3,6,20,55,22,55,3,7
8,3,0,7,3841,0,155,4,27,6,55,9,30,0,0
0,2,1,6,8759,1,470,6,3,7,55,15,45,0,0
3,2,1,6,7738,1,645,3,21,4,45,15,30,0,0
3,2,1,6,7503,1,630,5,18,15,0,1,30,5,19
3,2,1,6,5883,1,845,6,3,11,25,1,30,6,4
4,3,0,6,12692,1,800,6,12,20,25,9,45,6,13
3,0,2,6,4823,0,170,4,15,8,30,11,20,0,0
8,4,3,6,2017,0,90,5,27,5,45,7,15,0,0
1,2,1,6,8603,2,1180,6,12,12,0,7,40,6,13
4,0,2,5,5769,0,175,6,21,11,10,14,5,0,0
4,3,0,6,12681,1,1400,4,1,18,55,18,15,4,2
8,0,2,6,3625,0,160,6,24,5,55,8,35,0,0
3,2,1,6,8854,1,975,5,9,9,15,1,30,5,10
3,4,3,6,2754,0,90,5,15,2,35,4,5,0,0
1,2,1,6,8372,1,555,6,12,10,0,19,15,0,0
4,2,1,5,10262,1,1235,6,12,16,0,12,35,6,13
1,1,4,6,10810,0,135,3,3,11,40,13,55,0,0
3,1,4,6,3540,0,145,6,15,5,15,7,40,0,0
4,0,2,6,8016,0,185,6,6,18,55,22,0,0,0
3,0,5,6,6860,0,170,3,9,10,30,13,20,0,0
0,2,1,6,6451,1,340,4,27,16,45,22,25,0,0
4,3,0,6,13067,1,1120,5,6,20,25,15,5,5,7
4,3,0,6,11467,1,1500,5,6,17,0,18,0,5,7
1,3,0,6,10203,1,795,5,9,10,0,23,15,0,0
0,3,0,6,4082,0,150,3,12,22,50,1,20,3,13
1,2,1,6,13276,2,500,5,21,10,55,19,15,0,0
4,0,5,6,23001,2,420,3,9,8,55,15,55,0,0
4,3,0,5,10844,1,1550,6,6,18,55,20,45,6,7
3,0,2,6,4990,0,175,6,27,18,55,21,50,0,0
4,0,5,5,10037,1,550,3,9,5,50,15,0,0,0
4,3,0,6,14388,1,520,5,6,20,0,4,40,5,7
3,0,5,6,7303,0,170,3,24,16,55,19,45,0,0
1,2,1,6,12287,2,1305,3,3,21,30,19,15,3,4
4,3,0,5,10844,1,400,6,6,14,5,20,45,0,0
4,4,3,5,4995,0,90,5,24,10,20,11,50,0,0
6,2,1,6,9794,1,440,5,27,11,40,19,0,0,0
3,3,0,6,4226,1,240,6,6,6,20,10,20,0,0
3,2,1,6,7318,1,845,3,21,11,30,1,35,3,22
4,3,0,5,8529,1,735,6,12,20,0,8,15,6,13
1,3,0,6,9416,2,1830,6,12,12,0,18,30,6,13
4,2,1,5,11507,2,1620,6,3,9,35,12,35,6,4
1,3,0,6,9920,2,970,4,1,16,45,8,55,4,2
6,2,1,6,7038,1,540,5,18,7,10,16,10,0,0
2,2,1,6,4959,1,355,6,3,7,0,12,55,0,0
4,4,3,6,5678,0,85,6,9,7,5,8,30,0,0
4,0,2,5,7229,0,180,6,9,8,20,11,20,0,0
4,3,0,5,7064,1,425,4,1,16,30,23,35,0,0
3,0,2,6,4823,0,170,4,6,8,30,11,20,0,0
4,3,0,6,14571,1,365,5,24,16,30,22,35,0,0
3,3,0,6,4148,0,165,3,27,9,35,12,20,0,0
1,3,0,6,13873,2,920,5,24,10,0,1,20,5,25
4,2,1,5,10262,1,1415,6,24,13,0,12,35,6,25
4,2,1,6,15129,2,1430,5,21,19,10,19,0,5,22
6,2,1,6,6645,1,830,4,9,11,40,1,30,4,10
3,3,0,6,4804,0,155,5,1,17,15,19,50,0,0
3,0,5,6,5746,1,245,3,9,11,20,15,25,0,0
2,2,1,6,5199,1,460,6,9,5,55,13,35,0,0
3,1,4,6,4332,0,140,3,18,19,35,21,55,0,0
3,2,1,6,6416,1,575,6,1,11,25,21,0,0,0
1,0,5,6,12935,2,575,3,18,6,45,16,20,0,0
4,0,5,5,7832,1,685,3,21,8,55,20,20,0,0
4,3,0,5,8586,1,730,5,1,16,30,4,40,5,2
4,0,2,5,5769,0,175,6,24,15,15,18,10,0,0
4,4,3,6,8040,0,90,5,21,10,20,11,50,0,0
10,2,1,6,12411,0,190,3,6,6,0,9,10,0,0
1,3,0,6,8366,1,745,6,9,9,25,21,50,0,0
6,2,1,6,7354,1,705,6,3,7,30,19,15,0,0
1,0,5,4,13576,2,665,3,1,11,5,22,10,0,0
6,2,1,6,11622,1,585,6,3,9,15,19,0,0,0
1,3,0,6,12723,2,1045,6,6,5,50,23,15,0,0
4,3,0,6,13759,1,900,3,24,8,25,23,25,0,0
3,2,1,6,6412,1,380,5,15,16,10,22,30,0,0
3,2,1,6,6494,2,765,3,27,8,35,21,20,0,0
4,4,3,6,5678,0,90,3,24,15,50,17,20,0,0
1,3,0,6,8891,1,1545,5,12,9,25,11,10,5,13
4,2,1,6,17024,1,1260,3,3,21,50,18,50,3,4
